Main Artist,Genres,Followers,Random Song,Lyrics
sia,pop,27476664,Cheap Thrills,"Come on, come on, turn the radio onIt's Friday night and I won't be longGotta do my hair, put my make up onIt's Friday night and I won't be long'Til I hit the dance floor, hit the dance floorI got all I needNo, I ain't got cash, I ain't got cashBut I got you, babyBaby, I don't need dollar bills to have fun tonightBaby, I don't need dollar bills to have fun tonightBut I don't need no moneyAs long as I can feel the beatI don't need no moneyAs long as I keep dancingCome on, come on, turn the radio onIt's Saturday and I won't be longGotta paint my nails, put my high heels onIt's Saturday and I won't be long"
migos,pop,27405812,Stir Fry,"Woo, woo, woo, wooWoo, woo, woo, wooDance with my dogs in the nighttime Trap nigga with the chickens like Popeyes Money changin' colors like tie-dye I'm just tryna get it, I ain't tryna die She got a big ol' onion booty, make the world cry In the kitchen, wrist twistin' like it's stir fry Hold them bands down , hold your mans down Who told you come around?  This that trap sound Designer clothes , fashion shows Trap house  made of gold Control the bag now , no need to brag now Ayy, put the mask down , we livin' fast now Finest hoes , wrist froze We can  go  coast to coast Keep watchin' me whip upStill be real and famous, yeahDance with my dogs in the nighttime In the kitchen, wrist twistin' like it's stir fry In the kitchen, wrist twistin' like it's stir fry In the kitchen, wrist twistin' like it's stir fry In the kitchen, wrist twistin' like it's stir fry "
manuel turizo,pop,26933356,Una Lady Como Tú,"Sé  que buscas a alguien que Te vuelva a enamorar , que no te haga sentir mal Sé  que hubo otro que  no supo valorar Lo que tenías para dar Sé que tal vez te hizo sufrir Te hizo llorar , te supo lastimar Sé que tal vez ya sabes de míVoy detrás de ti, no te voy a mentirVoy buscando una lady como tú, la quiero asíQuiero que te enamores como estoy yo de tiA casa enviarte flores y en tu nombre escribirMil canciones de amoresPa' que pienses en mí como yo pienso en tiYo quiero hablarte, quiero hipnotizarteUna estrella traerte, hasta el cielo bajarteCantarte al oído y ver tu piel al erizarteLlevarte lentamente donde estemos tú y yo aparteY si te provoca, te beso la bocaSueño con tocarte, quitarte la ropaNo confundas mi intención por decir cosas locasTe quiero pero tu cuerpo también me provocaPoderte complacer, cada uno de tus sueños conocerHablar juntos hasta el amanecerQue seas mi mujer, ser yo el único que te dé placerY cada día de mi vida yo poderte tener"
sidhu moose wala,pop,26777908,These Days (feat. Bohemia),"Sidhu Moose WalaEh naam pehchaan da mohtaaj nahi haiEh naam Punjabi music industry chAjj di date ch ajj Keha jawein ""Number 1"" te haiTe ehde to koi ? nahi haiAyo! The Kidd!Oh Piche Piche Turdi Aa Fame Ajj KalAunda Ae Star-an Wich Name Ajj KalTere Karke Gaane Sade Ni ChalldeLandu Launde Mere Te Blame Ajj KalOh Piche Piche Turdi Aa Fame Ajj KalAunda Ae Star-an Wich Name Ajj KalTere Karke Gaane Sade Ni ChalldeLandu Launde Mere Te Blame Ajj KalOh Badleya Sidhu Da Style Ajj KalChauvi Ghante Wajjda Mobile Ajj KalChadayi Layi Oh Mera Reply MangdeChhadaan Deke Chhoti Ji Smile Ajj KalAjj Kal! Ajj Kal!Oh Note Meri Kalli Kalli Move Ajj KalWrong Mainu Karde Prove Ajj KalNaa Mera Laike View Count High KardiHo Mere Siron Challe Youtube Ajj KalAjj Kal! Ajj Kal! Ajj Kal!"
maiara & maraisa,pop,26740211,Não Sei Se Tô Solteiro - Ao Vivo,URL not found
david guetta,pop,26584415,Be My Lover (feat. La Bouche) - 2023 Mix,"La da da dee, da da, da daLa da da dee, da da, da daLa da da dee daLa da da da dee daLa da dee da, da da, da daLooking back on all the time we spent togetherYou oughta know by now if you wanna be my loverWanna be my lover, wanna be my loverA-ha, yeah-hey, wanna be my loverA-ha, yeah-hey, wanna be my loverBe my lover, wanna be my loverBe my lover, wanna be my loverLa da da dee, da da, da daLa da da dee, da da, da daLa da da dee daLa da da da dee daLa da dee da, da da, da da"
jung kook,pop,25677310,Yes or No,"This ain't another love song, babyIt's my way of putting feelers outAll the traffic in my head's going crazyI'm gonna trust my heart right nowAnd if it's better to bet on us, then I'll double downAnd if we end up in bed and I put the covers outAnd if I'm wrong, I'll just bury my head deep undergroundI gotta knowAre you feeling the rush?If so, then I think I know what's going onAnd are we falling in love?Say yes or no, yes or no, yes or noAre you thinking 'bout us? If so, then I think I know what's  going onAnd are we falling in love?Say yes or no, yes or no, yes or noEverybody in this club so fadedI'm trippin' over getting lost on youIf we forever startеd out as strangersI think my ever aftеr just came trueIf you could see what I see, then let's see what it's aboutWe will go higher and higher, but we're not looking downIf it's a dream, there's no telling when I'll be coming 'roundAnd I gotta know"
ellie goulding,pop,24765057,Love Me Like You Do,"You're the light, you're the nightYou're the colour of my bloodYou're the cure, you're the painYou're the only thing I wanna touchNever knew that it could mean so much, so muchYou're the fear, I don't care'Cause I've never been so highFollow me through the darkLet me take you past the satellitesYou can see the world you brought to life, to lifeSo love me like you do, l-l-love me like you doLove me like you do, l-l-love me like you doTouch me like you do, t-t-touch me like you doWhat are you waiting for?Fading in, fading outOn the edge of paradiseEvery inch of your skinIs a holy grail I've gotta findOnly you can set my heart on fire, on fire, yeah"
twenty one pilots,pop,24217691,Ride,"I just wanna stay in the sun where I findI know it's hard sometimesPieces of peace in the sun's peace of mindI know it's hard sometimesYeah, I think about the end just way too muchBut it's fun to fantasizeOn my enemies who wouldn't wish who I wasBut it's fun to fantasizeOh-woah-woah, oh-woah-woah, I'm fallin'So I'm takin' my time on my ride, oh-woah-woah, I'm fallin'So I'm takin' my time on my rideTakin' my time on my ride""I'd die for you,"" that's easy to sayWe have a list of people that we would takeA bullet for them, a bullet for youA bullet for everybody in this roomBut I don't seem to see many bullets comin' throughSee many bullets comin' throughMetaphorically, I'm the manBut literally, I don't know what I'd do""I'd live for you,"" and that's hard to doEven harder to say when you know it's not trueEven harder to write when you know that tonightThere were people back home who tried talking to youBut then you ignore them stillAll these questions they're for realLike ""Who would you live for?"" ""Who would you die for?""And ""Would you ever kill?"""
panic! at the disco,pop,24196263,House of Memories,"Oh, whoa-oh-oh-oh, oh-oh-oh-oh-ohWhoa-oh-oh-oh, oh-oh-oh-oh-ohIf you're a lover, you should knowThe lonely moments just get lonelierThe longer you're in love than if you were aloneMemories turn into daydreams, become a tabooI don't want to be afraid, the deeper that I goIt takes my breath away,soft hearts, electric soulsHeart to heart and eyes to eyes,is this taboo?Baby, we built this house on memoriesTake my picture now, shake it 'til you see itAnd when your fantasies become your legacyPromise me a place, in your house of memoriesOh, whoa-oh-oh-oh, oh-oh-oh-oh-ohWhoa-oh-oh-oh, oh-oh-oh-oh-ohI think of you from time to time more than I thought I wouldYou were just too kind and I was too young to knowThat's all that really matters, I was a fool"
sam smith,pop,23538152,Stay With Me,"Guess it's true, I'm not good at a one-night standBut I still need love 'cause I'm just a manThese nights never seem to go to planI don't want you to leave, will you hold my hand?Oh, won't you stay with me?'Cause you're all I needThis ain't love, it's clear to seeBut darling, stay with meWhy am I so emotional?No, it's not a good look, gain some self-controlAnd deep down, I know this never worksBut you can lay with me so it doesn't hurtOh, won't you stay with me?'Cause you're all I needThis ain't love, it's clear to seeBut darling, stay with meOh-oh-oh-ohh, oh-oh, oh-oh Oh-oh-oh-ohh, oh-oh, oh-oh Oh-oh-oh-ohh, oh-oh, oh-oh Oh-oh-oh-ohh, oh-oh, oh-oh "
alok,pop,23465472,Deep Down (feat. Never Dull),"These sounds fall into my mindThese sounds fall into my mindI can get down, I can get lonelyEvery time I think about the highs, yeahMessed me around and now you keep callin'Wonderin' if you can make it rightI told you it's the end for you and ISwear this time we're through, but it's a lieWhen you call my nameYeah, ooh, that sounds so right, so right, so rightDeep down, wishin' you were mineDeep down, miss you all the timeDream 'bout what we could've been if we tried, ohBut deep down, wishin' you were mine, were mineDeep down, you got me soDeep down, I wanna goDeep down, you got me so, yeahDeep down, you got me soDeep down, I wanna goDeep down, you got me so, yeah"
dababy,pop,23316054,ROCKSTAR (feat. Roddy Ricch),"Woo, wooI pull up likeHow you pull up, Baby? How you pull up? How you pull up? I pull up Let's goBrand new Lamborghini, fuck a cop carWith the pistol on my hip like I'm a cop Have you ever met a real nigga rockstar? This ain't no guitar, bitch, this a Glock My Glock told me to promise you gon' squeeze me You better let me go the day you need me Soon as you up me on that nigga, get to bustin' And if I ain't enough, go get the chopIt's safe to say I earned it, ain't a nigga gave me nothin' I'm ready to hop out on a nigga, get to bustin'Know you heard me say, ""You play, you lay,"" don't make me push the buttonFull of pain, dropped enough tears to fill up a fuckin' bucketGoin' for buckets, I bought a chopperI got a big drum, it hold a hundred, ain't goin' for nothin'I'm ready to air it out on all these niggas, I can see 'em runnin'Just talked to my mama, she hit me on FaceTime just to check up on me and my brotherI'm really the baby, she know that her youngest son was always guaranteed to get the money She know that her baby boy was always guaranteed to get the lootShe know what I do, she know 'fore I run from a nigga, I'ma pull it out and shoot PTSD, I'm always waking up in cold sweats like I got the fluMy daughter a G, she saw me kill a nigga in front of her before the age of twoAnd I'll kill another nigga too'Fore I let another nigga do somethin' to youLong as you know that, don't let nobody tell you differentDaddy love you "
